,popularity,budget,revenue,original_title,genres,production_companies,vote_count,vote_average,release_year
527,0.135074,0,0,Finders Keepers,Documentary,,17,5.7,2015
528,0.133921,0,0,Merry Kissmas,Romance|TV Movie,,10,7.6,2015
529,0.13173900000000002,0,0,Most Likely to Die,Horror,Marvista Entertainment|Snowfall Films,12,4.2,2015
530,0.129104,0,0,A Girl Like Her,Drama,,49,7.3,2015
531,0.127432,0,0,Private Number,Mystery|Horror|Thriller,,12,3.5,2015
532,0.126594,0,0,Iliza Shlesinger: Freezing Hot,Comedy,New Wave Entertainment,14,6.6,2015
533,0.126187,0,0,The Barber,Thriller,Chapman Filmed Entertainment,27,5.8,2015
534,0.12478399999999999,0,0,James White,Drama,BorderLine Films|Relic Pictures,23,5.2,2015
535,0.124481,0,0,Hitchcock/Truffaut,Documentary,Cohen Media Group,33,7.2,2015
536,0.12254300000000001,0,0,A Faster Horse,Documentary,,12,8.0,2015
537,0.137954,3000000,0,Amnesiac,Thriller|Mystery|Drama|Horror,Infra-Red Pictures,29,4.1,2015
538,0.114264,0,0,The Mask You Live In,Documentary,,11,8.9,2015
539,0.11302999999999999,0,0,Soaked in Bleach,Music|Drama|Documentary|Crime,Valiant|DareDevil Films|Vimeo,53,7.2,2015
540,0.112284,0,0,And Then There Were None,Mystery|Drama,British Broadcasting Corporation (BBC)|Mammoth Screen|A&E Television Networks|Agatha Christie Ltd|Acorn Productions,37,7.7,2015
541,0.11095999999999999,0,0,Bloodsucking Bastards,Comedy|Horror,Fortress Features|MTY Productions,27,5.5,2015
542,0.110431,0,0,The Culling,Horror|Thriller,Safady Entertainment|The Culling Productions|Silver Lining Media Group,15,3.2,2015
543,0.11013599999999901,0,0,Comedy Central Roast of Justin Bieber,Comedy,Comedy Central|Tenth Planet Productions,31,7.0,2015
544,0.11004000000000001,0,0,Boy Meets Girl,Drama|Romance|Comedy,,22,7.4,2015
545,0.10968900000000001,0,0,Listen to Me Marlon,Documentary,Passion Pictures|Cutler Productions,23,7.0,2015
546,0.138559,0,0,The Ouija Experiment 2: Theatre of Death,Horror,La Luna Entertainment,10,2.4,2015
547,0.10808,0,0,Walt Before Mickey,Drama,,33,6.2,2015
548,0.108072,0,0,Sense8: Creating the World,Documentary|Science Fiction,Netflix,12,7.5,2015
549,0.10675699999999999,0,0,Big Sky,Thriller|Drama,Manis Film|Papagjika Salloway Productions,10,4.2,2015
550,0.106091,0,0,The Fear of 13,Thriller|Documentary,,19,8.2,2015
551,0.213957,0,0,Dior and I,Documentary,,36,7.5,2015
552,0.101543,0,0,Ominous,Horror,Hybrid,10,5.1,2015
553,0.068741,0,0,Doctor Who: The Husbands of River Song,Drama|Science Fiction|Comedy,British Broadcasting Corporation (BBC),31,8.0,2015
554,0.101426,0,0,Call Me Lucky,Documentary,Type 55 Films,14,7.3,2015
555,0.101155,0,0,Tiger House,Thriller|Drama|Action|Crime,Industrial Development Corporation of South Africa|Altitude Film Entertainment|Creativity Capital|Glass Man Films|Ten10 Films,44,5.3,2015
556,0.10091,0,0,With This Ring,Comedy|Romance,Lifetime Television|Sony Pictures Television,14,6.5,2015
557,0.099678,0,0,Brothers,Family|Action|Drama,Dharma Productions,20,6.3,2015
558,0.09779,0,0,Anguish,Horror,Lightning Entertainment|Candlewood Entertainment|Anguish Film,17,3.8,2015
559,0.031635,0,0,Childhood's End,Thriller|TV Movie|Science Fiction|Drama,,21,6.2,2015
560,0.097214,0,0,Digging Up the Marrow,Thriller|Mystery|Horror|Fantasy,ArieScope Pictures,33,5.4,2015
561,0.096624,0,0,Naomi and Ely's No Kiss List,Comedy|Drama|Romance,,149,6.0,2015
562,0.096299,0,0,The Cokeville Miracle,Mystery|Drama|History|Family|Thriller,,13,5.1,2015
563,0.093462,0,0,They Found Hell,Horror,Cinetel Films,10,4.6,2015
564,0.093212,0,0,Junun,Music|Documentary,Ghoulardi Film Company,11,7.3,2015
565,0.100069,0,0,The Chosen,Horror|Thriller,,20,5.2,2015
566,0.090238,0,0,The Flintstones & WWE: Stone Age Smackdown,Animation|Comedy|Family,Warner Bros. Animation|Hanna-Barbera|WWE Studios,12,5.5,2015
567,0.090045,0,0,Chris Tucker: Live,Comedy,NetFlix,19,6.7,2015
568,0.088912,0,0,VANish,Crime|Thriller|Action|Horror,Grizly Films,17,4.0,2015
569,0.088764,0,0,Harry Price: Ghost Hunter,Drama|Horror,Bentley Productions,10,5.3,2015
570,0.083912,1900000,0,Brotherly Love,Drama,,11,7.4,2015
571,0.28312800000000005,0,0,Wildlike,Thriller|Adventure|Drama,Tandem Pictures|Greenmachine Film,25,6.5,2015
572,0.082569,0,0,The Audition,Comedy,RatPac Entertainment|Melco-Crown Entertainment (MCE),10,6.1,2015
573,0.082444,0,0,Louis C.K.: Live at The Comedy Store,Comedy,Pig Newton,35,7.7,2015
574,0.081956,0,1301696,The Wolfpack,Documentary,Verisimilitude|Kotva Films,82,6.9,2015
575,0.156386,0,0,The Challenger,Action|Drama,,13,5.3,2015
576,0.08182,0,0,Aziz Ansari: Live at Madison Square Garden,Comedy,,35,7.1,2015
577,0.080974,0,0,Bleeding Heart,Drama,Super Crispy Entertainment|Fido Features,19,4.8,2015
578,0.0807539999999999,0,44695,Requiem for the American Dream,Documentary,PF Pictures|Naked City Films,24,7.8,2015
579,0.0794909999999999,0,0,3 Nights in the Desert,Drama,New Artists Alliance|Caliber Media Company,11,3.8,2015
580,0.078363,0,0,The House on Pine Street,Drama|Horror,E3W Productions,10,3.8,2015
581,0.077836,0,0,Slow Learners,Romance|Comedy,,17,6.0,2015
582,0.077252,0,0,Welcome to Leith,Thriller|Crime|Documentary,Sundial Pictures|No Weather Productions|The Cinemart,15,6.7,2015
583,0.07610900000000001,13500000,187674,Stonewall,Drama,Centropolis Entertainment|Mel's Cite du Cinema,14,5.6,2015
584,0.190385,0,0,The Phoenix Incident,Horror|Thriller|Science Fiction,PCB Entertainment|Concourse Media,11,5.9,2015
585,0.073883,0,0,Contracted: Phase II,Drama|Horror|Thriller,BoulderLight Pictures,20,5.0,2015
586,0.070776,10,0,Penis Boy,Comedy|Drama,Island 23 Films,15,3.3,2015
587,0.06253600000000001,0,0,The Hunting Ground,Documentary,,39,7.8,2015
588,0.061776,0,0,One & Two,Thriller|Drama|Fantasy,Bow and Arrow Entertainment|Melody Maker Productions & MMP Audio|Son of a gun Productions,11,5.0,2015
589,0.0608,0,0,Tig,Documentary,Beachside Films,25,7.2,2015
590,0.059942999999999996,0,0,Christmas Incorporated,Drama|TV Movie,,13,6.9,2015
591,0.0552419999999999,0,0,Submerged,Thriller|Drama,Twisted Pictures,11,4.6,2015
592,0.054827999999999995,0,0,Hurricane of Fun: The Making of Wet Hot,Documentary,Matador Films|Netflix,13,6.8,2015
593,0.052542,0,0,Gascoigne,Documentary,Salon Pictures,11,6.0,2015
594,0.0522169999999999,0,0,One Soldier's Story: The Journey of American Sniper,Romance|War|Documentary|Drama,,14,5.6,2015
595,0.028725,0,0,Deep Dark,Horror,,11,4.6,2015
596,0.051262,1000000,0,Best of Enemies,Documentary|History,Motto Pictures|Tremolo Productions|Media Ranch,48,7.2,2015
597,0.051107,0,0,Vendetta,Action,WWE Studios,22,5.9,2015
598,0.049351,0,0,Breaking Through,Music|Drama,FJ Productions|BB Film Productions|Get Lifted Film Company|Mad Horse Films,13,5.7,2015
599,0.048863,0,0,The Stranger,Drama|Thriller|Horror|Mystery,Sobras International Pictures,20,4.9,2015
600,0.047256,0,0,Star Wars: TIE Fighter,Science Fiction|Action|Animation,,29,7.6,2015
601,0.046452999999999994,0,0,Dough,Drama|Comedy,,15,4.9,2015
602,0.03884,0,0,The Bad Education Movie,Comedy,Tiger Aspect Productions,23,5.2,2015
603,0.038804000000000005,0,0,Student Bodies,Comedy,Tiberius Film,14,6.0,2015
604,0.037487,0,0,The Subjects,Thriller|Science Fiction,Instinct Entertainment,12,4.7,2015
605,0.037147,0,0,Walking with the Dead,Science Fiction|Comedy,Splendid Film,18,3.9,2015
606,0.036987,0,0,Floride,Comedy,Gaumont|France 2 CinÃ©ma|RhÃ´ne-Alpes CinÃ©ma|CinÃ©@|Canal+,16,6.3,2015
607,0.079539,0,0,The Outskirts,Comedy,BCDF Pictures,12,4.0,2015
608,0.0345339999999999,0,0,Twinsters,Family|Documentary,Small Package Films,54,7.4,2015
609,0.033378,0,0,The Jinx: The Life and Deaths of Robert Durst,Documentary,Blumhouse Productions|Hit the Ground Running Films,72,8.4,2015
610,0.056244,2000000,0,The Curse of Downers Grove,Thriller|Mystery|Horror|Drama,Myriad Pictures|AliBella Pictures|Bystander Films|Management Production Entertainment (MPE)|Mangrove Media,11,4.2,2015
611,0.032678,0,0,World of Tomorrow,Animation|Comedy|Science Fiction,Bitter Films,47,8.2,2015
612,0.030819,0,0,Dawg Fight,Documentary,Rakontur,17,6.4,2015
613,0.030113,0,0,King Jack,Drama,Whitewater Films|Stink Films|Buffalo Picture House,13,6.8,2015
614,0.030005,0,0,The Suicide Theory,Drama|Thriller,Seven8 Media,17,6.5,2015
615,0.028082,0,0,Stalked By My Neighbor,Thriller,Johnson Production Group|Shadowland,14,5.5,2015
616,0.026797,0,0,The Outfield,Drama|Comedy,,20,6.6,2015
617,0.025287999999999998,0,13684,Buzzard,Horror|Comedy|Drama,Sob Noisse Movies,11,6.1,2015
618,0.025252,0,0,The Gamechangers,Drama|TV Movie,BBC Films|British Broadcasting Corporation (BBC)|BBC Scotland,11,7.0,2015
619,0.023025999999999998,0,0,Residue,Science Fiction|Mystery|Horror|Thriller,Screen Yorkshire|Gloucester Place Films|Green Screen Productions|LWH Entertainment,15,4.5,2015
620,0.129696,0,0,All Hallows' Eve 2,,Ruthless Pictures|Hollywood Shorts,13,5.0,2015
621,0.019804,0,0,Always Watching: A Marble Hornets Story,Horror,Good Universe|Mosaic Films|Institution Post,19,4.2,2015
622,0.019133,0,0,A Ballerina's Tale,Documentary,,16,6.0,2015
623,0.018224,0,0,Man vs. Snake,Documentary,,10,6.8,2015
624,0.017625,0,732655,Once I Was a Beehive,Comedy|Drama|Family,Escapology|Main Dog Productions,10,6.5,2015
625,0.01705,0,0,John Mulaney: The Comeback Kid,Comedy,3 Arts Entertainment|Irwin Entertainment,19,6.7,2015
626,0.014647,0,0,Meet the Patels,Documentary,,20,6.7,2015
627,0.030371,0,0,I Hate Christian Laettner,Documentary,,10,6.7,2015
628,0.00392,0,0,The Emperor's New Clothes,Documentary,,11,6.1,2015
629,24.949134,165000000,621752480,Interstellar,Adventure|Drama|Science Fiction,Paramount Pictures|Legendary Pictures|Warner Bros.|Syncopy|Lynda Obst Productions,6498,8.0,2014
630,14.311205,170000000,773312399,Guardians of the Galaxy,Action|Science Fiction|Adventure,Marvel Studios|Moving Picture Company (MPC)|Bulletproof Cupid|Revolution Sun Studios,5612,7.9,2014
631,12.971027000000001,170000000,714766572,Captain America: The Winter Soldier,Action|Adventure|Science Fiction,Marvel Studios,3848,7.6,2014
632,11.422751,20000000,78739897,John Wick,Action|Thriller,Thunder Road Pictures|Warner Bros.|87Eleven|DefyNite Films|MJW Films,2712,7.0,2014
633,10.739009,125000000,752100229,The Hunger Games: Mockingjay - Part 1,Science Fiction|Adventure|Thriller,Lionsgate|Color Force,3590,6.6,2014
634,10.174599,250000000,955119788,The Hobbit: The Battle of the Five Armies,Adventure|Fantasy,WingNut Films|New Line Cinema|3Foot7|Metro-Goldwyn-Mayer (MGM),3110,7.1,2014
635,8.691294000000001,165000000,652105443,Big Hero 6,Adventure|Family|Animation|Action|Comedy,Walt Disney Pictures|Walt Disney Animation Studios,4185,7.8,2014
636,8.110711,14000000,233555708,The Imitation Game,History|Drama|Thriller|War,Black Bear Pictures|Bristol Automotive,3478,8.0,2014
637,7.1372729999999995,34000000,348319861,The Maze Runner,Action|Mystery|Science Fiction|Thriller,Ingenious Media|Twentieth Century Fox Film Corporation|Gotham Group|Dayday Films|Temple Hill Entertainment,3425,7.0,2014
638,6.9071479999999905,18000000,103215094,Birdman,Drama|Comedy,Worldview Entertainment|New Regency Pictures|TSG Entertainment|Le Grisbi Productions|M Productions,2801,7.3,2014
639,6.438727,61000000,369330363,Gone Girl,Mystery|Thriller|Drama,Twentieth Century Fox Film Corporation|Regency Enterprises|New Regency Pictures|Pacific Standard|TSG Entertainment,3720,7.9,2014
640,6.415818,68000000,211817906,Fury,War|Drama|Action,Columbia Pictures|QED International|Crave Films|LStar Capital|Huayi Brothers Media,2572,7.4,2014
641,6.2866919999999995,127000000,349424282,Night at the Museum: Secret of the Tomb,Adventure|Comedy|Fantasy|Family,Twentieth Century Fox Film Corporation|1492 Pictures|21 Laps Entertainment|Moving Picture Company (MPC)|TSG Entertainment,1111,6.1,2014
642,6.14502,85000000,288747895,Divergent,Action|Science Fiction|Thriller,Summit Entertainment|Red Wagon Entertainment,3038,6.9,2014
643,6.052479,250000000,746000000,X-Men: Days of Future Past,Action|Adventure|Fantasy|Science Fiction,Twentieth Century Fox Film Corporation|Donners' Company|Marvel Entertainment|Bad Hat Harry Productions|TSG Entertainment,4006,7.6,2014
644,5.947136,40000000,463360063,Lucy,Action|Science Fiction,Universal Pictures|TF1 Films Production|Canal+|EuropaCorp|CinÃ©+,3699,6.3,2014
645,5.787396,125000000,477200000,Teenage Mutant Ninja Turtles,Science Fiction|Action|Adventure|Fantasy|Comedy,Paramount Pictures|Nickelodeon Movies|Platinum Dunes,1836,5.8,2014
646,5.701683,40000000,126069509,Sex Tape,Comedy,Escape Artists|Media Rights Capital|Sony Pictures Entertainment (SPE)|LStar Capital,1150,5.3,2014
647,5.522641,8500000,38697217,Nightcrawler,Crime|Drama|Thriller,Bold Films|Sierra / Affinity,2087,7.6,2014
648,4.983782,210000000,245500000,Transformers: Age of Extinction,Science Fiction|Action|Adventure,Paramount Pictures|Amblin Entertainment|Di Bonaventura Pictures|Platinum Dunes|Hasbro,2161,5.9,2014
649,4.93082,30000000,174600318,The Grand Budapest Hotel,Comedy|Drama,Fox Searchlight Pictures|Scott Rudin Productions|Studio Babelsberg|Indian Paintbrush|TSG Entertainment,2802,7.9,2014
650,4.780419,3300000,13993093,Whiplash,Drama|Music,Bold Films|Blumhouse Productions|Right of Way Films,2372,8.2,2014
651,4.452507,170000000,708200000,Dawn of the Planet of the Apes,Science Fiction|Action|Drama|Thriller,Ingenious Media|Chernin Entertainment|TSG Entertainment,2625,7.4,2014
652,4.1452089999999995,55000000,192330738,The Equalizer,Thriller|Action|Crime,Columbia Pictures|Village Roadshow Pictures|Escape Artists|Mace Neufeld Productions|LStar Capital,2100,7.2,2014
653,4.105685,42000000,106645357,Horrible Bosses 2,Comedy,New Line Cinema|BenderSpink|RatPac Entertainment,1033,6.1,2014
654,4.101979,200000000,705717432,The Amazing Spider-Man 2,Action|Adventure|Fantasy,Columbia Pictures|Marvel Enterprises|Avi Arad Productions|Matt Tolmach Productions,2813,6.6,2014
655,3.990452,178000000,370541256,Edge of Tomorrow,Action|Science Fiction,Village Roadshow Pictures|Warner Bros.|Viz Media|Province of British Columbia Production Services Tax Credit|3 Arts Entertainment,3267,7.7,2014
656,3.9892309999999997,44000000,11305175,The Interview,Action|Comedy,Columbia TriStar,1657,6.1,2014
657,3.8630739999999997,58800000,542307423,American Sniper,War|Action,Village Roadshow Pictures|Malpaso Productions|Warner Bros.|RatPac-Dune Entertainment|Mad Chance Productions,3004,7.5,2014
658,3.81374,140000000,268031828,Exodus: Gods and Kings,Adventure|Drama|Action,Scott Free Productions|Chernin Entertainment|Babieka|Volcano Films,1377,5.6,2014
659,3.689601,160000000,529076069,Godzilla,Action|Science Fiction|Thriller,Toho Company|Legendary Pictures|Warner Bros.|Disruption Entertainment|RatPac-Dune Entertainment,2169,6.2,2014
660,3.5823150000000004,180000000,758410378,Maleficent,Fantasy|Adventure|Action|Family|Romance,Walt Disney Pictures|Roth Films,2928,7.0,2014
661,3.573028,15000000,32556119,The November Man,Crime|Action|Thriller,Irish Dreamtime|Relativity Media|SPD Films,481,6.0,2014
662,3.489314,5000000,102529779,Ouija,Horror,Universal Pictures|Platinum Dunes|Media Rights Capital|Hasbro|Blumhouse Productions,569,4.9,2014
663,3.4891059999999996,145000000,609123048,How to Train Your Dragon 2,Fantasy|Action|Adventure|Animation|Comedy,DreamWorks Animation|Mad Hatter Entertainment,2152,7.7,2014
664,3.3937410000000003,2000000,13500000,It Follows,Thriller|Horror,Northern Lights Films|Animal Kingdom|Two Flints,1003,6.6,2014
665,3.34625,90000000,206172544,The Expendables 3,Action|Adventure|Thriller,Davis-Films|Nu Image Films|LionsGate|Millennium Films|Ex3 Productions,1275,6.2,2014
666,3.3277989999999997,60000000,469160692,The Lego Movie,Adventure|Fantasy|Animation|Comedy|Action,Village Roadshow Pictures|DC Comics|Vertigo Entertainment|Lin Pictures|Warner Bros. Animation,2268,7.5,2014
667,3.2809480000000004,13000000,0,The Loft,Thriller,Dark Castle Entertainment|Anonymous Content|Open Road Films,291,6.4,2014
668,3.260581,95000000,114178613,Seventh Son,Adventure|Fantasy,Legendary Pictures|Thunder Road Pictures|Outlaw Sinema|Moving Picture Company (MPC)|Pendle Mountain Productions,675,5.1,2014
669,3.170271,15000000,121201940,The Theory of Everything,Drama|Romance,Working Title Films,1960,7.8,2014
670,3.14993,17000000,136621271,Let's Be Cops,Comedy,Twentieth Century Fox Film Corporation|WideAwake|Genre Films,912,6.4,2014
671,3.028769,70000000,215529201,Dracula Untold,Horror|Action|Drama|Fantasy|War,Universal Pictures|Legendary Pictures|Fuji Television Network|Dentsu|Michael De Luca Productions,1666,6.1,2014
672,3.007018,132000000,373552094,Penguins of Madagascar,Family|Animation|Adventure|Comedy,DreamWorks Animation,939,6.5,2014
673,2.996038,50000000,212902372,Into the Woods,Fantasy|Comedy|Music,Walt Disney Pictures|Marc Platt Productions|Lucamar Productions,1095,5.6,2014
674,2.979181,110000000,337580051,300: Rise of an Empire,Action|War,Legendary Pictures|Hollywood Gang Productions|Atmosphere Entertainment MM|Warner Bros.|Nimar Studios,1664,6.1,2014
675,2.881991,25000000,66980456,The Giver,Drama|Science Fiction,The Weinstein Company|Walden Media|Tonik Productions|Asis Productions,1151,6.3,2014
676,2.8050189999999997,50000000,188441614,22 Jump Street,Crime|Comedy|Action,Columbia Pictures|Original Film|Media Rights Capital|Metro-Goldwyn-Mayer (MGM)|Cannell Studios,2416,7.0,2014
677,2.777996,28000000,53181600,A Walk Among the Tombstones,Crime|Drama|Mystery|Thriller,Double Feature Films|Jersey Films|1984 Private Defense Contractors|Cross Creek Pictures|Exclusive Media Group,823,6.2,2014
678,2.721864,55000000,259207227,Paddington,Comedy,The Weinstein Company|StudioCanal|TF1 Films Production|Canal+|Heyday Films,606,7.1,2014
679,2.692691,7000000,2360281,Cake,Drama,Echo Films|We're Not Brothers Productions|Cinelou Films,255,6.1,2014
680,2.67235,11000000,45967935,Chef,Comedy,Open Road Films|Aldamisa Entertainment|Kilburn Media|Fetisov Teterin Films,866,7.2,2014
681,2.6112509999999998,9000000,108782847,The Purge: Anarchy,Horror|Thriller,Universal Pictures|Why Not Productions|Platinum Dunes|Blumhouse Productions|5150 Action,1126,6.6,2014
682,2.601775,16000000,19682924,Left Behind,Thriller|Action|Science Fiction,Stoney Lake Entertainment,253,3.8,2014
683,2.595951,4000000,44349000,Boyhood,Drama,Detour Filmproduction|IFC Productions,1343,7.6,2014
684,2.576396,20000000,12007070,A Most Violent Year,Action|Thriller|Crime|Drama,Participant Media|Imagenation Abu Dhabi FZ|FilmNation Entertainment|Before the Door Pictures|Washington Square Films,384,6.4,2014
685,2.549403,100000000,243400000,Hercules,Action|Adventure,Paramount Pictures|Metro-Goldwyn-Mayer (MGM)|Radical Studios|Flynn Picture Company,1215,5.6,2014
686,2.526779,125000000,362637473,Noah,Drama|Adventure,Paramount Pictures|Regency Enterprises|Protozoa Pictures|Disruption Entertainment,1589,5.5,2014
687,2.523101,50000000,83719388,The Judge,Drama,Village Roadshow Pictures|Warner Bros.|Big Kid Pictures|Team Downey,974,7.2,2014
688,2.493306,12000000,0,Drive Hard,Action|Comedy|Crime,Odyssey Media|Silver Wings Films,52,4.0,2014
689,2.4451650000000003,40000000,123494610,Blended,Comedy,Happy Madison Productions|Karz Entertainment|Warner Bros.|Gulfstream Pictures,720,6.7,2014
690,2.376309,18000000,268157400,Neighbors,Comedy,Universal Pictures|Point Grey Pictures|Good Universe,1829,6.2,2014
691,2.361267,11000000,78874843,If I Stay,Drama,New Line Cinema|Metro-Goldwyn-Mayer (MGM),856,7.2,2014
692,2.303556,45000000,86165646,Step Up All In,Romance|Drama|Music,Summit Entertainment|Offspring Entertainment,421,6.7,2014
693,2.2950909999999998,0,4439431,"Love, Rosie",Comedy|Romance,Constantin Film|Octagon Films,904,7.6,2014
694,2.293859,12000000,305151265,The Fault in Our Stars,Romance|Drama,Fox 2000 Pictures|Temple Hill Entertainment|TSG Entertainment,2389,7.8,2014
695,2.2601310000000003,0,336472,I Origins,Science Fiction|Drama,Verisimilitude|Bersin Pictures|WeWork Studios,652,7.5,2014
696,2.1654619999999998,25000000,153997819,Ride Along,Action|Comedy,Universal Pictures|Rainforest Films|Cube Vision|Relativity Media,634,6.1,2014
697,2.161064,0,1075178,The Captive,Thriller,Ego Film Arts|The Film Farm,218,5.8,2014
698,2.160156,20000000,11110975,Inherent Vice,Comedy|Romance|Crime|Drama|Mystery,Ghoulardi Film Company|Warner Bros.,552,6.3,2014
699,2.141491,60000000,50549107,Jack Ryan: Shadow Recruit,Action|Drama|Thriller,Paramount Pictures|Di Bonaventura Pictures|Mace Neufeld Productions|Skydance Productions|Etalon film,873,5.9,2014
700,2.1367580000000004,50000000,222809600,Non-Stop,Action|Thriller|Mystery,StudioCanal|Silver Pictures|TF1 Films Production|Canal+|Anton Capital Entertainment (ACE),1648,6.8,2014
701,2.116264,5500000,3000000,Predestination,Science Fiction|Thriller,Screen Australia|Screen Queensland|Blacklab Entertainment|Wolfhound Pictures,1136,7.2,2014
702,2.103532,7000000,0,AutÃ³mata,Thriller|Science Fiction,Green Moon Productions|Nu Boyana Viburno,436,5.4,2014
703,2.0785139999999998,0,0,Mythica: A Quest for Heroes,Action|Adventure|Fantasy,Arrowstorm Entertainment,29,5.3,2014
704,1.957672,12600000,18658381,The Drop,Drama|Crime,Fox Searchlight Pictures|Chernin Entertainment,583,6.6,2014
705,1.9407349999999999,120000000,239379423,RoboCop,Science Fiction|Action,Columbia Pictures|Strike Entertainment|Metro-Goldwyn-Mayer (MGM),1709,5.7,2014
706,1.904422,100000000,103039258,Transcendence,Thriller|Science Fiction|Drama|Mystery,Alcon Entertainment|Syncopy|DMG Entertainment|Straight Up Films,1555,5.9,2014
707,1.9000380000000001,40000000,196781193,The Other Woman,Comedy|Romance,Twentieth Century Fox Film Corporation|LBI Productions,1056,6.2,2014
708,1.8947060000000002,145000000,272912430,Mr. Peabody & Sherman,Animation|Adventure|Family,20th Century Fox,592,6.8,2014
709,1.8752080000000002,0,0,A Merry Friggin' Christmas,Comedy,Sycamore Pictures,32,4.7,2014
710,1.840817,65000000,39407616,Sin City: A Dame to Kill For,Crime|Thriller,Miramax Films|Troublemaker Studios|AR Films|Aldamisa Entertainment|Demarest Films,857,6.2,2014
711,1.827148,0,0,Tinker Bell and the Legend of the NeverBeast,Adventure|Animation|Family,Walt Disney Pictures,177,7.0,2014
712,1.8116919999999999,103000000,500188435,Rio 2,Animation|Adventure|Comedy|Family,Blue Sky Studios|Twentieth Century Fox Animation,659,6.5,2014
713,1.805954,40000000,169837010,Dumb and Dumber To,Comedy,New Line Cinema|Universal Pictures|Conundrum Entertainment|Red Granite Pictures,790,5.5,2014
714,1.7894,0,15060457,Before I Go to Sleep,Mystery|Thriller,StudioCanal|Scott Free Productions|Millennium Films|Film i VÃ¤st|Filmgate Films,470,6.1,2014
715,1.7798610000000001,70000000,154984035,The Monuments Men,War|Drama|History|Action,Columbia Pictures|Studio Babelsberg|Fox 2000 Pictures|Smokehouse Pictures|Obelisk Productions,1083,5.7,2014
716,1.769987,65000000,163442937,Unbroken,Drama|War,Legendary Pictures|3 Arts Entertainment|Jolie Pas,981,7.2,2014
717,1.754707,20000000,66787908,Selma,History|Drama,Plan B Entertainment|Harpo Films|Celador Films|Cloud Eight Films|PathÃ©,580,7.5,2014
718,1.737699,4900000,3494070,Mommy,Drama,TÃ©lÃ©film Canada|Super Ã‰cran|SODEC|Metafilms,389,8.0,2014
719,1.6557169999999999,17000000,0,Escobar: Paradise Lost,Thriller|Romance,Nexus Factory|uFilm|Jaguar Films|Umedia|Chapter 2,180,6.2,2014
720,1.6497330000000001,0,20300000,Tinker Bell and the Pirate Fairy,Animation|Family,DisneyToon Studios,190,6.5,2014
721,1.6493209999999898,15000000,52501541,Wild,Drama,Fox Searchlight Pictures|Pacific Standard,677,6.9,2014
722,1.638781,130000000,117831631,Pompeii,Action|Adventure|History|Romance|Drama,Impact Pictures|TriStar Pictures|Don Carmody Productions|FilmDistrict|Constantin Film International,837,5.1,2014
723,1.63015,26000000,35926213,The Best of Me,Drama|Romance,Relativity Media,535,7.2,2014
724,1.5880100000000001,65000000,133821816,Annie,Music|Comedy|Drama|Family,Columbia Pictures|Sony Pictures Entertainment (SPE)|Overbrook Entertainment,331,6.1,2014
725,1.570083,0,0,Stonehearst Asylum,Horror|Thriller,Icon Productions|Sobini Films,247,6.6,2014
726,1.5450549999999899,50000000,97437106,The Book of Life,Romance|Animation|Adventure|Comedy|Family,Twentieth Century Fox Film Corporation|Reel FX Creative Studios|Twentieth Century Fox Animation|Chatrone,531,7.3,2014
727,1.542392,13000000,54837234,St. Vincent,Comedy,The Weinstein Company|Crescendo Productions|Chernin Entertainment|Goldenlight Films,531,7.1,2014
728,1.541069,66000000,203277636,Need for Speed,Action|Crime|Drama|Thriller,DreamWorks SKG|Reliance Entertainment|Bandito Brothers|Touchstone Pictures|Electronic Arts,1117,6.2,2014
729,1.5368899999999999,0,18612,Two Night Stand,Romance|Comedy,Demarest Films|Flynn Picture Company,466,6.3,2014
730,1.466453,0,0,Good People,Thriller|Crime|Action,Maguire Entertainment|Millennium Films|Material Pictures|Film i VÃ¤st|Filmgate Films,121,5.2,2014
731,1.4490459999999898,22000000,88880821,The Hundred-Foot Journey,Drama,Amblin Entertainment|Harpo Films|Participant Media|Imagenation Abu Dhabi FZ|Reliance Entertainment,352,7.2,2014
732,1.440084,60000000,108255770,The Boxtrolls,Animation|Comedy|Family|Fantasy,Laika Entertainment,498,6.6,2014
733,1.3987129999999999,10000000,28883511,Big Eyes,Drama,The Weinstein Company|Silverwood Films|Electric City Entertainment|Tim Burton Productions,710,6.8,2014
734,1.394382,18000000,266586800,The Prince,Thriller|Action,Grindstone Entertainment Group|Emmett/Furla Films|Oasis Films|Aperture Entertainment,165,4.6,2014
735,1.384508,0,1171559,Black Sea,Adventure,Cowboy Films|Film4|Focus Features,258,6.3,2014
736,1.37667,0,857522,Song of the Sea,Family|Animation|Fantasy,Irish Film Board|Digital Graphics|Big Farm|Cartoon Saloon|Super Productions,263,8.0,2014
737,1.375493,0,0,Marvel One-Shot: All Hail the King,Comedy|Action|Drama|Thriller|Fantasy,Marvel Studios,72,7.1,2014
738,1.319416,4000000,600896,The Signal,Thriller|Science Fiction,Automatik Entertainment|Low Spark Films,400,5.8,2014
739,1.3157370000000002,0,0,White Bird in a Blizzard,Thriller|Drama,Why Not Productions|Wild Bunch|Desperate Pictures|Orange Studios,195,6.1,2014
740,1.3155,50000000,160602194,Into the Storm,Action|Thriller,New Line Cinema|Village Roadshow Pictures|Broken Road Productions,572,5.7,2014
741,1.312103,25000000,0,Outcast,Action,Media Max Productions|22h22|Notorious Films,87,4.4,2014
